gene_callers_id,source,accession,function,e_value,contig,genome
142205,COG20_FUNCTION,COG1943,REP element-mobilizing transposase RayT (RAYT) (PDB:4ER8),1.4e-47,DOLIS_187.Contig_14,DOLIS_187
142295,COG20_FUNCTION,COG0675,Transposase (InsQ),8.299999999999999e-196,DOLIS_187.Contig_15,DOLIS_187
142368,COG20_FUNCTION,COG0675,Transposase (InsQ),1.2999999999999997e-183,DOLIS_187.Contig_17,DOLIS_187
142465,COG20_FUNCTION,COG5421,Transposase,9.1e-20,DOLIS_187.Contig_18,DOLIS_187
142466,COG20_FUNCTION,COG5421,Transposase,2.2e-13,DOLIS_187.Contig_18,DOLIS_187
142512,COG20_FUNCTION,COG0675,Transposase (InsQ),4.9e-36,DOLIS_187.Contig_19,DOLIS_187
142629,COG20_FUNCTION,COG0675,Transposase (InsQ),1.4999999999999997e-219,DOLIS_187.Contig_21,DOLIS_187
142705,COG20_FUNCTION,COG0675,Transposase (InsQ),2.7999999999999996e-207,DOLIS_187.Contig_23,DOLIS_187
142819,COG20_FUNCTION,COG0675,Transposase (InsQ),5.199999999999999e-144,DOLIS_187.Contig_25,DOLIS_187
142831,COG20_FUNCTION,COG0675,Transposase (InsQ),1.9e-179,DOLIS_187.Contig_25,DOLIS_187
143026,COG20_FUNCTION,COG0675,Transposase (InsQ),1.7e-77,DOLIS_187.Contig_29,DOLIS_187
143130,COG20_FUNCTION,COG0675,Transposase (InsQ),1.3999999999999998e-185,DOLIS_187.Contig_31,DOLIS_187
143138,COG20_FUNCTION,COG1943,REP element-mobilizing transposase RayT (RAYT) (PDB:4ER8),4.8e-34,DOLIS_187.Contig_31,DOLIS_187
143194,COG20_FUNCTION,COG0675,Transposase (InsQ),2.5999999999999997e-182,DOLIS_187.Contig_32,DOLIS_187
143301,COG20_FUNCTION,COG5421,Transposase,1.4e-55,DOLIS_187.Contig_34,DOLIS_187
143523,COG20_FUNCTION,COG0675,Transposase (InsQ),1.7999999999999998e-33,DOLIS_187.Contig_41,DOLIS_187
143566,COG20_FUNCTION,COG3335,Transposase,2.5e-15,DOLIS_187.Contig_42,DOLIS_187
144030,COG20_FUNCTION,COG5433,Predicted transposase YbfD/YdcC associated with H repeats (YhhI),1.2999999999999999e-46,DOLIS_187.Contig_55,DOLIS_187
144031,COG20_FUNCTION,COG5433,Predicted transposase YbfD/YdcC associated with H repeats (YhhI),2.0999999999999997e-43,DOLIS_187.Contig_55,DOLIS_187
144035,COG20_FUNCTION,COG3335,Transposase,3.3e-15,DOLIS_187.Contig_56,DOLIS_187
144041,COG20_FUNCTION,COG0675,Transposase (InsQ),1.0999999999999999e-33,DOLIS_187.Contig_56,DOLIS_187
144059,COG20_FUNCTION,COG0675,Transposase (InsQ),3.1999999999999996e-227,DOLIS_187.Contig_56,DOLIS_187
144112,COG20_FUNCTION,COG0675,Transposase (InsQ),8.199999999999999e-178,DOLIS_187.Contig_58,DOLIS_187
144164,COG20_FUNCTION,COG0675,Transposase (InsQ),1.6999999999999997e-183,DOLIS_187.Contig_60,DOLIS_187
144239,COG20_FUNCTION,COG5421,Transposase,3e-9,DOLIS_187.Contig_62,DOLIS_187
144240,COG20_FUNCTION,COG5421,Transposase,3.2e-128,DOLIS_187.Contig_62,DOLIS_187
144261,COG20_FUNCTION,COG0675,Transposase (InsQ),2.7999999999999995e-180,DOLIS_187.Contig_63,DOLIS_187
144298,COG20_FUNCTION,COG1943,REP element-mobilizing transposase RayT (RAYT) (PDB:4ER8),1.7999999999999998e-48,DOLIS_187.Contig_65,DOLIS_187
144299,COG20_FUNCTION,COG1943,REP element-mobilizing transposase RayT (RAYT) (PDB:4ER8),1.3e-20,DOLIS_187.Contig_65,DOLIS_187
144323,COG20_FUNCTION,COG5433,Predicted transposase YbfD/YdcC associated with H repeats (YhhI),6.1e-17,DOLIS_187.Contig_66,DOLIS_187
144325,COG20_FUNCTION,COG0675,Transposase (InsQ),2.2e-220,DOLIS_187.Contig_66,DOLIS_187
144365,COG20_FUNCTION,COG3385,IS4 transposase InsG (InsG),8.6e-54,DOLIS_187.Contig_68,DOLIS_187
144366,COG20_FUNCTION,COG3385,IS4 transposase InsG (InsG),1.1999999999999999e-58,DOLIS_187.Contig_68,DOLIS_187
144403,COG20_FUNCTION,COG1943,REP element-mobilizing transposase RayT (RAYT) (PDB:4ER8),2.5e-89,DOLIS_187.Contig_70,DOLIS_187
144521,COG20_FUNCTION,COG3464,Transposase,5.700000000000001e-34,DOLIS_187.Contig_75,DOLIS_187
144522,COG20_FUNCTION,COG3464,Transposase,2.4e-19,DOLIS_187.Contig_75,DOLIS_187
144530,COG20_FUNCTION,COG5421,Transposase,1.5e-13,DOLIS_187.Contig_76,DOLIS_187
144653,COG20_FUNCTION,COG5421,Transposase,1.1999999999999998e-44,DOLIS_187.Contig_83,DOLIS_187
144854,COG20_FUNCTION,COG0675,Transposase (InsQ),3.4999999999999995e-210,DOLIS_187.Contig_95,DOLIS_187
144859,COG20_FUNCTION,COG1943,REP element-mobilizing transposase RayT (RAYT) (PDB:4ER8),1.9000000000000002e-74,DOLIS_187.Contig_96,DOLIS_187
144970,COG20_FUNCTION,COG0675,Transposase (InsQ),1.5e-37,DOLIS_187.Contig_103,DOLIS_187
144994,COG20_FUNCTION,COG0675,Transposase (InsQ),4e-52,DOLIS_187.Contig_105,DOLIS_187
145019,COG20_FUNCTION,COG1943,REP element-mobilizing transposase RayT (RAYT) (PDB:4ER8),3.8999999999999996e-83,DOLIS_187.Contig_107,DOLIS_187
145090,COG20_FUNCTION,COG3677,Transposase InsA (InsA),3.699999999999999e-43,DOLIS_187.Contig_112,DOLIS_187
145171,COG20_FUNCTION,COG5421,Transposase,2.4e-7,DOLIS_187.Contig_119,DOLIS_187
145269,COG20_FUNCTION,COG3385,IS4 transposase InsG (InsG),8.4e-9,DOLIS_187.Contig_130,DOLIS_187
145342,COG20_FUNCTION,COG0675,Transposase (InsQ),4.3999999999999996e-91,DOLIS_187.Contig_141,DOLIS_187
145375,COG20_FUNCTION,COG3335,Transposase,2.2e-17,DOLIS_187.Contig_147,DOLIS_187
145416,COG20_FUNCTION,COG0675,Transposase (InsQ),1.4999999999999997e-216,DOLIS_36.Contig_1,DOLIS_36
145561,COG20_FUNCTION,COG3677,Transposase InsA (InsA),3.699999999999999e-43,DOLIS_36.Contig_18,DOLIS_36
145659,COG20_FUNCTION,COG0675,Transposase (InsQ),3.6e-188,DOLIS_36.Contig_32,DOLIS_36
145739,COG20_FUNCTION,COG4644,"Transposase and inactivated derivatives, TnpA family",0,DOLIS_36.Contig_43,DOLIS_36
145777,COG20_FUNCTION,COG0675,Transposase (InsQ),2.9999999999999997e-83,DOLIS_36.Contig_50,DOLIS_36
145792,COG20_FUNCTION,COG0675,Transposase (InsQ),6e-205,DOLIS_36.Contig_52,DOLIS_36
145902,COG20_FUNCTION,COG0675,Transposase (InsQ),2.6e-57,DOLIS_36.Contig_71,DOLIS_36
146011,COG20_FUNCTION,COG0675,Transposase (InsQ),2.2999999999999996e-56,DOLIS_36.Contig_89,DOLIS_36
146071,COG20_FUNCTION,COG1404!!!COG1943,"Serine protease, subtilisin family (AprE) (PDB:1SCJ)!!!REP element-mobilizing transposase RayT (RAYT) (PDB:4ER8)",2.6999999999999994e-305,DOLIS_36.Contig_100,DOLIS_36
146184,COG20_FUNCTION,COG3335,Transposase,3.7e-66,DOLIS_36.Contig_121,DOLIS_36
146274,COG20_FUNCTION,COG0675,Transposase (InsQ),6.199999999999999e-49,DOLIS_36.Contig_142,DOLIS_36
146275,COG20_FUNCTION,COG1943,REP element-mobilizing transposase RayT (RAYT) (PDB:4ER8),1.6e-48,DOLIS_36.Contig_142,DOLIS_36
146300,COG20_FUNCTION,COG5421,Transposase,1.2e-31,DOLIS_36.Contig_149,DOLIS_36
146363,COG20_FUNCTION,COG0675,Transposase (InsQ),2.5e-200,DOLIS_36.Contig_160,DOLIS_36
146616,COG20_FUNCTION,COG0675,Transposase (InsQ),1.5999999999999999e-192,DOLIS_36.Contig_226,DOLIS_36
147082,COG20_FUNCTION,COG0675,Transposase (InsQ),4.1000000000000004e-22,DOLIS_36.Contig_343,DOLIS_36
147112,COG20_FUNCTION,COG0675,Transposase (InsQ),1.3999999999999997e-166,DOLIS_36.Contig_352,DOLIS_36
147382,COG20_FUNCTION,COG3335,Transposase,5.999999999999999e-70,DOLIS_36.Contig_433,DOLIS_36
147400,COG20_FUNCTION,COG0675,Transposase (InsQ),5.3e-71,DOLIS_36.Contig_439,DOLIS_36
147554,COG20_FUNCTION,COG5421,Transposase,1.1999999999999997e-131,DOLIS_36.Contig_491,DOLIS_36
147620,COG20_FUNCTION,COG0675,Transposase (InsQ),2.2e-9,DOLIS_36.Contig_512,DOLIS_36
147676,COG20_FUNCTION,COG0675,Transposase (InsQ),1.4999999999999999e-53,DOLIS_36.Contig_533,DOLIS_36
147756,COG20_FUNCTION,COG3293,Transposase,3.8000000000000003e-81,DOLIS_36.Contig_557,DOLIS_36
147847,COG20_FUNCTION,COG0675,Transposase (InsQ),3.299999999999999e-216,DOLIS_53.Contig_1,DOLIS_53
148001,COG20_FUNCTION,COG1404!!!COG1943,"Serine protease, subtilisin family (AprE) (PDB:1SCJ)!!!REP element-mobilizing transposase RayT (RAYT) (PDB:4ER8)",3.8e-130,DOLIS_53.Contig_15,DOLIS_53
148043,COG20_FUNCTION,COG0675,Transposase (InsQ),5.8e-219,DOLIS_53.Contig_20,DOLIS_53
148065,COG20_FUNCTION,COG3335!!!COG3415,"Transposase!!!CRISPR-associated protein Csa3, CARF domain (Csa3) (PDB:2WTE) (PUBMED:21093452)",5e-78,DOLIS_53.Contig_23,DOLIS_53
148072,COG20_FUNCTION,COG0675,Transposase (InsQ),1.0999999999999999e-172,DOLIS_53.Contig_23,DOLIS_53
148150,COG20_FUNCTION,COG0675,Transposase (InsQ),6e-205,DOLIS_53.Contig_35,DOLIS_53
148185,COG20_FUNCTION,COG0675,Transposase (InsQ),1.1999999999999999e-196,DOLIS_53.Contig_39,DOLIS_53
148256,COG20_FUNCTION,COG1943,REP element-mobilizing transposase RayT (RAYT) (PDB:4ER8),2e-22,DOLIS_53.Contig_48,DOLIS_53
148311,COG20_FUNCTION,COG1943,REP element-mobilizing transposase RayT (RAYT) (PDB:4ER8),2.4e-45,DOLIS_53.Contig_55,DOLIS_53
148399,COG20_FUNCTION,COG3335!!!COG3415,"Transposase!!!CRISPR-associated protein Csa3, CARF domain (Csa3) (PDB:2WTE) (PUBMED:21093452)",2.6999999999999997e-33,DOLIS_53.Contig_69,DOLIS_53
148400,COG20_FUNCTION,COG3335!!!COG3415,"Transposase!!!CRISPR-associated protein Csa3, CARF domain (Csa3) (PDB:2WTE) (PUBMED:21093452)",5.2e-13,DOLIS_53.Contig_69,DOLIS_53
148401,COG20_FUNCTION,COG3335!!!COG3415,"Transposase!!!CRISPR-associated protein Csa3, CARF domain (Csa3) (PDB:2WTE) (PUBMED:21093452)",4.1999999999999995e-89,DOLIS_53.Contig_69,DOLIS_53
148446,COG20_FUNCTION,COG0675,Transposase (InsQ),7.7e-99,DOLIS_53.Contig_75,DOLIS_53
148490,COG20_FUNCTION,COG0675,Transposase (InsQ),1.5e-6,DOLIS_53.Contig_81,DOLIS_53
148650,COG20_FUNCTION,COG0675,Transposase (InsQ),2.8e-54,DOLIS_53.Contig_107,DOLIS_53
148942,COG20_FUNCTION,COG0675,Transposase (InsQ),6e-138,DOLIS_53.Contig_156,DOLIS_53
148943,COG20_FUNCTION,COG1943,REP element-mobilizing transposase RayT (RAYT) (PDB:4ER8),6e-50,DOLIS_53.Contig_156,DOLIS_53
148979,COG20_FUNCTION,COG1943,REP element-mobilizing transposase RayT (RAYT) (PDB:4ER8),8.899999999999999e-62,DOLIS_53.Contig_162,DOLIS_53
148980,COG20_FUNCTION,COG0675,Transposase (InsQ),4.7999999999999996e-89,DOLIS_53.Contig_162,DOLIS_53
149031,COG20_FUNCTION,COG3464,Transposase,6.3e-25,DOLIS_53.Contig_171,DOLIS_53
149165,COG20_FUNCTION,COG0675,Transposase (InsQ),2.7e-11,DOLIS_53.Contig_198,DOLIS_53
149280,COG20_FUNCTION,COG3436,Transposase,2.1e-6,DOLIS_53.Contig_223,DOLIS_53
149297,COG20_FUNCTION,COG3335,Transposase,3.7e-66,DOLIS_53.Contig_226,DOLIS_53
149309,COG20_FUNCTION,COG3293,Transposase,2.1e-77,DOLIS_53.Contig_228,DOLIS_53
149316,COG20_FUNCTION,COG0675,Transposase (InsQ),1.2e-226,DOLIS_53.Contig_230,DOLIS_53
149400,COG20_FUNCTION,COG5421,Transposase,1.5e-13,DOLIS_53.Contig_250,DOLIS_53
149424,COG20_FUNCTION,COG0675,Transposase (InsQ),4.2e-176,DOLIS_53.Contig_256,DOLIS_53
149529,COG20_FUNCTION,COG0675,Transposase (InsQ),1.3999999999999999e-83,DOLIS_53.Contig_282,DOLIS_53
149681,COG20_FUNCTION,COG0675,Transposase (InsQ),4.8e-20,DOLIS_53.Contig_318,DOLIS_53
149692,COG20_FUNCTION,COG1943,REP element-mobilizing transposase RayT (RAYT) (PDB:4ER8),2e-80,DOLIS_53.Contig_320,DOLIS_53
149854,COG20_FUNCTION,COG1943,REP element-mobilizing transposase RayT (RAYT) (PDB:4ER8),1.4e-47,DOLIS_53.Contig_359,DOLIS_53
149933,COG20_FUNCTION,COG0675,Transposase (InsQ),8.3e-220,DOLIS_53.Contig_380,DOLIS_53
149951,COG20_FUNCTION,COG0675,Transposase (InsQ),9.999999999999999e-216,DOLIS_53.Contig_385,DOLIS_53
149952,COG20_FUNCTION,COG1943,REP element-mobilizing transposase RayT (RAYT) (PDB:4ER8),5.5e-20,DOLIS_53.Contig_385,DOLIS_53
150003,COG20_FUNCTION,COG0675,Transposase (InsQ),3.2e-46,DOLIS_53.Contig_397,DOLIS_53
150016,COG20_FUNCTION,COG0675,Transposase (InsQ),1.4999999999999999e-182,DOLIS_53.Contig_400,DOLIS_53
150047,COG20_FUNCTION,COG0675,Transposase (InsQ),6.8e-11,DOLIS_53.Contig_409,DOLIS_53
150049,COG20_FUNCTION,COG0675,Transposase (InsQ),1.5999999999999999e-55,DOLIS_53.Contig_410,DOLIS_53
150054,COG20_FUNCTION,COG0675,Transposase (InsQ),5.299999999999999e-162,DOLIS_53.Contig_411,DOLIS_53
150076,COG20_FUNCTION,COG1943,REP element-mobilizing transposase RayT (RAYT) (PDB:4ER8),1.5e-45,DOLIS_53.Contig_417,DOLIS_53
150077,COG20_FUNCTION,COG0675,Transposase (InsQ),9.499999999999999e-174,DOLIS_53.Contig_417,DOLIS_53
150210,COG20_FUNCTION,COG0675,Transposase (InsQ),1.5999999999999999e-192,DOLIS_53.Contig_453,DOLIS_53
150245,COG20_FUNCTION,COG0675,Transposase (InsQ),5.6e-60,DOLIS_53.Contig_463,DOLIS_53
150256,COG20_FUNCTION,COG0675,Transposase (InsQ),1.2e-7,DOLIS_53.Contig_466,DOLIS_53
150339,COG20_FUNCTION,COG3335!!!COG3415,"Transposase!!!CRISPR-associated protein Csa3, CARF domain (Csa3) (PDB:2WTE) (PUBMED:21093452)",2.4e-29,DOLIS_53.Contig_488,DOLIS_53
150352,COG20_FUNCTION,COG1943,REP element-mobilizing transposase RayT (RAYT) (PDB:4ER8),2.5e-15,DOLIS_53.Contig_492,DOLIS_53
150705,COG20_FUNCTION,COG1404!!!COG1943,"Serine protease, subtilisin family (AprE) (PDB:1SCJ)!!!REP element-mobilizing transposase RayT (RAYT) (PDB:4ER8)",5.099999999999999e-109,DOLIS_53.Contig_602,DOLIS_53
150777,COG20_FUNCTION,COG0675,Transposase (InsQ),3.6e-231,MCYST_100.Contig_1,MCYST_100
150928,COG20_FUNCTION,COG0675,Transposase (InsQ),1.0000000000000001e-29,MCYST_100.Contig_11,MCYST_100
151023,COG20_FUNCTION,COG3335!!!COG3415,"Transposase!!!CRISPR-associated protein Csa3, CARF domain (Csa3) (PDB:2WTE) (PUBMED:21093452)",3.3999999999999995e-53,MCYST_100.Contig_19,MCYST_100
151144,COG20_FUNCTION,COG0675,Transposase (InsQ),3.9e-6,MCYST_100.Contig_28,MCYST_100
151190,COG20_FUNCTION,COG1662!!!COG3677,"Transposase and inactivated derivatives, IS1 family (InsB)!!!Transposase InsA (InsA)",2.8e-31,MCYST_100.Contig_31,MCYST_100
151249,COG20_FUNCTION,COG0675,Transposase (InsQ),2.3999999999999996e-203,MCYST_100.Contig_39,MCYST_100
151291,COG20_FUNCTION,COG5421,Transposase,2e-8,MCYST_100.Contig_43,MCYST_100
151296,COG20_FUNCTION,COG3335,Transposase,9e-18,MCYST_100.Contig_43,MCYST_100
151297,COG20_FUNCTION,COG3293,Transposase,2.3e-29,MCYST_100.Contig_43,MCYST_100
151384,COG20_FUNCTION,COG1662!!!COG3677,"Transposase and inactivated derivatives, IS1 family (InsB)!!!Transposase InsA (InsA)",8e-14,MCYST_100.Contig_52,MCYST_100
151447,COG20_FUNCTION,COG0675,Transposase (InsQ),8.100000000000001e-22,MCYST_100.Contig_60,MCYST_100
151448,COG20_FUNCTION,COG0675,Transposase (InsQ),1.9e-51,MCYST_100.Contig_60,MCYST_100
151458,COG20_FUNCTION,COG2826,"Transposase and inactivated derivatives, IS30 family (Tra8)",7.5e-14,MCYST_100.Contig_61,MCYST_100
151497,COG20_FUNCTION,COG3464,Transposase,6.9e-79,MCYST_100.Contig_66,MCYST_100
151498,COG20_FUNCTION,COG3464,Transposase,4.3e-75,MCYST_100.Contig_66,MCYST_100
151590,COG20_FUNCTION,COG3316,"Transposase (or an inactivated derivative), DDE domain (Rve)",6.6e-84,MCYST_100.Contig_77,MCYST_100
151700,COG20_FUNCTION,COG0675,Transposase (InsQ),3.1e-204,MCYST_100.Contig_90,MCYST_100
151716,COG20_FUNCTION,COG0675,Transposase (InsQ),6.599999999999998e-177,MCYST_100.Contig_92,MCYST_100
151869,COG20_FUNCTION,COG0675,Transposase (InsQ),3.2999999999999997e-133,MCYST_100.Contig_113,MCYST_100
151926,COG20_FUNCTION,COG0675,Transposase (InsQ),2e-216,MCYST_100.Contig_122,MCYST_100
152142,COG20_FUNCTION,COG0675,Transposase (InsQ),7.499999999999999e-131,MCYST_100.Contig_158,MCYST_100
152238,COG20_FUNCTION,COG0675,Transposase (InsQ),1.1999999999999999e-221,MCYST_100.Contig_173,MCYST_100
152269,COG20_FUNCTION,COG0675,Transposase (InsQ),8.4e-33,MCYST_100.Contig_177,MCYST_100
152342,COG20_FUNCTION,COG0675,Transposase (InsQ),9.399999999999999e-214,MCYST_100.Contig_189,MCYST_100
152351,COG20_FUNCTION,COG3464,Transposase,2.2e-63,MCYST_100.Contig_192,MCYST_100
152355,COG20_FUNCTION,COG0675,Transposase (InsQ),2.0000000000000002e-81,MCYST_100.Contig_192,MCYST_100
152424,COG20_FUNCTION,COG0675,Transposase (InsQ),4.5e-40,MCYST_100.Contig_205,MCYST_100
152566,COG20_FUNCTION,COG0675,Transposase (InsQ),4.7e-202,MCYST_100.Contig_228,MCYST_100
152567,COG20_FUNCTION,COG1943,REP element-mobilizing transposase RayT (RAYT) (PDB:4ER8),3.8999999999999997e-63,MCYST_100.Contig_228,MCYST_100
152645,COG20_FUNCTION,COG0675,Transposase (InsQ),1.9e-148,MCYST_100.Contig_244,MCYST_100
152680,COG20_FUNCTION,COG0675,Transposase (InsQ),1.0999999999999998e-171,MCYST_100.Contig_251,MCYST_100
152742,COG20_FUNCTION,COG5421,Transposase,2.8e-10,MCYST_100.Contig_263,MCYST_100
152768,COG20_FUNCTION,COG1943,REP element-mobilizing transposase RayT (RAYT) (PDB:4ER8),1.5e-13,MCYST_100.Contig_269,MCYST_100
152780,COG20_FUNCTION,COG3335!!!COG3415,"Transposase!!!CRISPR-associated protein Csa3, CARF domain (Csa3) (PDB:2WTE) (PUBMED:21093452)",1.3e-29,MCYST_100.Contig_271,MCYST_100
152825,COG20_FUNCTION,COG0675,Transposase (InsQ),1.7999999999999998e-127,MCYST_100.Contig_282,MCYST_100
152855,COG20_FUNCTION,COG5433,Predicted transposase YbfD/YdcC associated with H repeats (YhhI),8.6e-12,MCYST_100.Contig_288,MCYST_100
152968,COG20_FUNCTION,COG5659,SRSO17 transposase (Srso17),1.2e-237,MCYST_100.Contig_313,MCYST_100
153049,COG20_FUNCTION,COG0675,Transposase (InsQ),3.799999999999999e-225,MCYST_100.Contig_333,MCYST_100
153089,COG20_FUNCTION,COG3335!!!COG3415,"Transposase!!!CRISPR-associated protein Csa3, CARF domain (Csa3) (PDB:2WTE) (PUBMED:21093452)",1.2e-14,MCYST_100.Contig_341,MCYST_100
153112,COG20_FUNCTION,COG0675,Transposase (InsQ),6.399999999999999e-198,MCYST_100.Contig_346,MCYST_100
153161,COG20_FUNCTION,COG0675,Transposase (InsQ),8.799999999999999e-212,MCYST_100.Contig_358,MCYST_100
153306,COG20_FUNCTION,COG0675,Transposase (InsQ),1.4999999999999999e-179,MCYST_100.Contig_394,MCYST_100
153448,COG20_FUNCTION,COG0675,Transposase (InsQ),1.4e-227,MCYST_100.Contig_429,MCYST_100
153483,COG20_FUNCTION,COG3464,Transposase,7.000000000000001e-23,MCYST_100.Contig_438,MCYST_100
153492,COG20_FUNCTION,COG0675,Transposase (InsQ),3.7e-103,MCYST_100.Contig_442,MCYST_100
153556,COG20_FUNCTION,COG3335!!!COG3415,"Transposase!!!CRISPR-associated protein Csa3, CARF domain (Csa3) (PDB:2WTE) (PUBMED:21093452)",1.5999999999999998e-107,MCYST_100.Contig_459,MCYST_100
153607,COG20_FUNCTION,COG2826,"Transposase and inactivated derivatives, IS30 family (Tra8)",5.9e-46,MCYST_100.Contig_475,MCYST_100
153610,COG20_FUNCTION,COG0675,Transposase (InsQ),2.3999999999999997e-111,MCYST_100.Contig_476,MCYST_100
153611,COG20_FUNCTION,COG0675,Transposase (InsQ),1.4e-35,MCYST_100.Contig_476,MCYST_100
153628,COG20_FUNCTION,COG5433,Predicted transposase YbfD/YdcC associated with H repeats (YhhI),9.8e-50,MCYST_100.Contig_480,MCYST_100
153669,COG20_FUNCTION,COG5659,SRSO17 transposase (Srso17),1.8999999999999998e-35,MCYST_100.Contig_492,MCYST_100
153670,COG20_FUNCTION,COG5659,SRSO17 transposase (Srso17),6.9e-75,MCYST_100.Contig_492,MCYST_100
154131,COG20_FUNCTION,COG3335!!!COG3415,"Transposase!!!CRISPR-associated protein Csa3, CARF domain (Csa3) (PDB:2WTE) (PUBMED:21093452)",2.3e-23,MCYST_157.Contig_5,MCYST_157
154228,COG20_FUNCTION,COG3677,Transposase InsA (InsA),5e-12,MCYST_157.Contig_13,MCYST_157
154288,COG20_FUNCTION,COG1943,REP element-mobilizing transposase RayT (RAYT) (PDB:4ER8),1.3e-27,MCYST_157.Contig_20,MCYST_157
154289,COG20_FUNCTION,COG1943,REP element-mobilizing transposase RayT (RAYT) (PDB:4ER8),4.1e-8,MCYST_157.Contig_20,MCYST_157
154435,COG20_FUNCTION,COG1943,REP element-mobilizing transposase RayT (RAYT) (PDB:4ER8),1.8999999999999996e-56,MCYST_157.Contig_34,MCYST_157
154436,COG20_FUNCTION,COG0675,Transposase (InsQ),5.4000000000000004e-155,MCYST_157.Contig_34,MCYST_157
154671,COG20_FUNCTION,COG3677,Transposase InsA (InsA),5.4e-22,MCYST_157.Contig_58,MCYST_157
154799,COG20_FUNCTION,COG3464,Transposase,7.5e-6,MCYST_157.Contig_73,MCYST_157
154964,COG20_FUNCTION,COG1943,REP element-mobilizing transposase RayT (RAYT) (PDB:4ER8),1.6999999999999998e-57,MCYST_157.Contig_94,MCYST_157
154965,COG20_FUNCTION,COG0675,Transposase (InsQ),4.1e-155,MCYST_157.Contig_94,MCYST_157
155216,COG20_FUNCTION,COG0270!!!COG3677,DNA-cytosine methylase (Dcm) (PDB:3LX6)!!!Transposase InsA (InsA),9.6e-24,MCYST_157.Contig_126,MCYST_157
155252,COG20_FUNCTION,COG3436,Transposase,8.5e-83,MCYST_157.Contig_132,MCYST_157
155254,COG20_FUNCTION,COG5433,Predicted transposase YbfD/YdcC associated with H repeats (YhhI),1.3e-21,MCYST_157.Contig_133,MCYST_157
155264,COG20_FUNCTION,COG3677,Transposase InsA (InsA),1.7e-14,MCYST_157.Contig_133,MCYST_157
155410,COG20_FUNCTION,COG5421,Transposase,5.0000000000000004e-82,MCYST_157.Contig_154,MCYST_157
155499,COG20_FUNCTION,COG0675,Transposase (InsQ),7.299999999999999e-49,MCYST_157.Contig_166,MCYST_157
155568,COG20_FUNCTION,COG3335!!!COG3415,"Transposase!!!CRISPR-associated protein Csa3, CARF domain (Csa3) (PDB:2WTE) (PUBMED:21093452)",1.6e-9,MCYST_157.Contig_179,MCYST_157
155625,COG20_FUNCTION,COG5421,Transposase,6.6e-35,MCYST_157.Contig_190,MCYST_157
155653,COG20_FUNCTION,COG3335!!!COG3415,"Transposase!!!CRISPR-associated protein Csa3, CARF domain (Csa3) (PDB:2WTE) (PUBMED:21093452)",5.3e-20,MCYST_157.Contig_194,MCYST_157
155661,COG20_FUNCTION,COG5421,Transposase,1.2e-9,MCYST_157.Contig_195,MCYST_157
155690,COG20_FUNCTION,COG5659,SRSO17 transposase (Srso17),8.4e-9,MCYST_157.Contig_200,MCYST_157
155808,COG20_FUNCTION,COG3335,Transposase,1.1e-6,MCYST_157.Contig_220,MCYST_157
155901,COG20_FUNCTION,COG3293,Transposase,4.1e-17,MCYST_157.Contig_236,MCYST_157
155948,COG20_FUNCTION,COG0675,Transposase (InsQ),8e-22,MCYST_157.Contig_244,MCYST_157
156084,COG20_FUNCTION,COG2801,Transposase InsO and inactivated derivatives (Tra5),3e-17,MCYST_157.Contig_270,MCYST_157
156180,COG20_FUNCTION,COG3677,Transposase InsA (InsA),5.8e-8,MCYST_157.Contig_287,MCYST_157
156184,COG20_FUNCTION,COG5433,Predicted transposase YbfD/YdcC associated with H repeats (YhhI),3.3e-12,MCYST_157.Contig_288,MCYST_157
156252,COG20_FUNCTION,COG0675,Transposase (InsQ),9.999999999999999e-173,MCYST_157.Contig_300,MCYST_157
156256,COG20_FUNCTION,COG1943,REP element-mobilizing transposase RayT (RAYT) (PDB:4ER8),8.8e-41,MCYST_157.Contig_301,MCYST_157
156257,COG20_FUNCTION,COG0675,Transposase (InsQ),6.900000000000001e-23,MCYST_157.Contig_301,MCYST_157
156368,COG20_FUNCTION,COG5433,Predicted transposase YbfD/YdcC associated with H repeats (YhhI),7e-71,MCYST_157.Contig_323,MCYST_157
156395,COG20_FUNCTION,COG1404!!!COG1943,"Serine protease, subtilisin family (AprE) (PDB:1SCJ)!!!REP element-mobilizing transposase RayT (RAYT) (PDB:4ER8)",1.2e-84,MCYST_157.Contig_328,MCYST_157
156469,COG20_FUNCTION,COG3335!!!COG3415,"Transposase!!!CRISPR-associated protein Csa3, CARF domain (Csa3) (PDB:2WTE) (PUBMED:21093452)",1.0999999999999999e-33,MCYST_157.Contig_343,MCYST_157
156521,COG20_FUNCTION,COG5421,Transposase,6.9e-29,MCYST_157.Contig_356,MCYST_157
156573,COG20_FUNCTION,COG5421,Transposase,5.9e-18,MCYST_157.Contig_366,MCYST_157
156600,COG20_FUNCTION,COG0675,Transposase (InsQ),4.2999999999999996e-173,MCYST_157.Contig_374,MCYST_157
